manufacturer,model name,category,screen size,cpu,ram(GB),gpu,operating system,operating system version,weight(kg),price,resolution,screen_type,touchscreen,cpu_freq(GHz),storage_1_gb,storage_1_type,storage_2_gb,storage_2_type,cpu_brand,gpu_brand
HP,250 G6,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,No OS,,1.86,5112900.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,"15.6""",Intel Core i5 6200U ,8.0,AMD Radeon R5 M330,Windows,10,2.5,7011253.08,1920x1080,,0.0,2.3,1000.0,Hybrid,0.0,NaN,Intel,AMD
HP,ProBook x360,2 in 1 Convertible,"11.6""",Intel Pentium Quad Core N4200 ,4.0,Intel HD Graphics 505,Windows,10,1.45,6891300.0,1366x768,,1.0,1.1,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,"15.6""",Intel Celeron Dual Core 3855U ,4.0,Intel HD Graphics 510,Windows,10,2.1,2827656.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
Asus,Rog GL702VM-GC354T,Gaming,"17.3""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1060,Windows,10,2.7,14218308.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
MSI,GP72M 7REX,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,13273977.6,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i5 6300U ,8.0,Intel HD Graphics 520,Linux,,1.23,9772308.0,3200x1800,,1.0,2.4,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Thinkpad P51,Notebook,"15.6""",Intel Core i7 7820HQ ,8.0,Nvidia Quadro M2200M,Windows,10,2.67,18584280.0,1920x1080,,0.0,2.9,256.0,SSD,0.0,NaN,Intel,Nvidia
Asus,Rog GL552VW-DM201T,Gaming,"15.6""",Intel Core i7 6700HQ ,8.0,Nvidia GeForce GTX 960M,Windows,10,2.591,8082828.0,1920x1080,IPSPanel,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
Toshiba,Portege Z30-C-16H,Notebook,"13.3""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.2,10625940.0,1920x1080,,0.0,2.3,128.0,SSD,0.0,NaN,Intel,Intel
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,"15.6""",Intel Celeron Dual Core N3350 ,4.0,Intel HD Graphics 500,No OS,,1.9,2243985.12,1366x768,,0.0,1.1,1000.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 310-15IKB,Notebook,"15.6""",Intel Core i5 7200U ,6.0,Intel HD Graphics 620,Windows,10,2.4,5015088.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
Asus,VivoBook E12,Netbook,"11.6""",Intel Celeron Dual Core N3350 ,2.0,Intel HD Graphics 500,Windows,10,1.1,2178540.0,1366x768,,0.0,1.1,32.0,FlashStorage,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel Core i3 6006U ,8.0,Nvidia GeForce 920MX ,No OS,,2.2,4437108.0,1366x768,,0.0,2.0,256.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Alienware 17,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,4.42,26789550.84,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
MSI,GS63VR 7RG,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,1.8,19931418.0,1920x1080,,0.0,2.8,256.0,SSD,2000.0,HDD,Intel,Nvidia
HP,Spectre Pro,2 in 1 Convertible,"13.3""",Intel Core i7 6600U ,8.0,Intel HD Graphics 520,Windows,10,1.48,15996708.0,2560x1440,,1.0,2.6,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,"15.6""",Intel Core i7 7600U ,8.0,Nvidia GeForce 930MX,Windows,10,1.93,12173148.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",Intel Core i7 6560U ,16.0,Intel Iris Graphics 540,Windows,10,1.3,15996708.0,3200x1800,IPSPanel,1.0,2.2,1000.0,SSD,0.0,NaN,Intel,Intel
HP,ProBook 440,Notebook,"14.0""",Intel Core i7 7500U ,8.0,Nvidia GeForce 930MX,Windows,10,1.64,10540843.56,1920x1080,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 7579,2 in 1 Convertible,"15.6""",Intel Core i7 7500U ,12.0,Intel HD Graphics 620,Windows,10,2.19,11550708.0,1920x1080,IPSPanel,1.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,"15.6""",Intel Core i5 8250U ,6.0,AMD Radeon 520,Windows,10,1.91,5504148.0,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,AMD
Acer,Aspire A515-51G,Notebook,"15.6""",Intel Core i7 8550U ,8.0,Nvidia GeForce MX130,Windows,10,2.2,6624540.0,1920x1080,IPSPanel,0.0,1.8,1000.0,HDD,0.0,NaN,Intel,Nvidia
HP,250 G6,Notebook,"15.6""",Intel Core i3 6006U ,8.0,Intel HD Graphics 520,Windows,10,1.86,4792788.0,1920x1080,,0.0,2.0,256.0,SSD,0.0,NaN,Intel,Intel
Toshiba,Portege X20W-D-10V,Ultrabook,"12.5""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.1,15916680.0,1920x1080,,1.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
MSI,GS60 Ghost,Gaming,"15.6""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 970M,Windows,10,1.91,19147766.04,1920x1080,,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Inspiron 3179,2 in 1 Convertible,"11.6""",Intel Core M 7Y30 ,4.0,Intel HD Graphics 615,Windows,10,1.39,5361876.0,1366x768,,1.0,1.0,128.0,SSD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IKBN,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Nvidia GeForce 940MX,No OS,,2.2,4881708.0,1366x768,,0.0,2.5,2000.0,HDD,0.0,NaN,Intel,Nvidia
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050M,No OS,,2.4,7727148.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Asus,ZenBook 3,Ultrabook,"14.0""",Intel Core i7 7500U ,16.0,Intel HD Graphics 620,Windows,10,1.1,16894800.0,1920x1080,,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
HP,ProBook 440,Notebook,"14.0""",Intel Core i5 7200U ,8.0,Nvidia GeForce 930MX,Windows,10,1.64,9330019.92,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Google,Pixelbook (Core,Ultrabook,"12.3""",Intel Core i5 7Y57 ,8.0,Intel HD Graphics 615,Chrome OS,,1.1,13862628.0,2400x1600,,1.0,1.2,256.0,SSD,0.0,NaN,Intel,Intel
HP,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,"17.3""",Intel Core i3 6006U ,8.0,Intel HD Graphics 520,Windows,10,2.65,4838581.8,1600x900,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
Mediacom,SmartBook Edge,Notebook,"13.3""",Intel Celeron Quad Core N3450 ,4.0,Intel HD Graphics 500,Windows,10,1.2,3281148.0,1920x1080,IPSPanel,0.0,1.1,32.0,SSD,0.0,NaN,Intel,Intel
Asus,Zenbook 3,Ultrabook,"14.0""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.1,16654716.0,1920x1080,,0.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
Asus,Rog GL552VW-CN470T,Gaming,"15.6""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 960M,Windows,10,2.59,11906388.0,1920x1080,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Fujitsu,LifeBook A556,Notebook,"15.6""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,2.3,5770908.0,1366x768,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
MSI,GE72 Apache,Gaming,"17.3""",Intel Core i7 6700HQ ,8.0,Nvidia GeForce GTX 960M,Windows,10,2.9,13437501.48,1920x1080,,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,2.2,4757220.0,1920x1080,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
HP,ProBook 470,Notebook,"17.3""",Intel Core i5 8250U ,8.0,Nvidia GeForce 930MX,Windows,10,2.5,8127288.0,1920x1080,IPSPanel,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,2.36,4956134.04,1366x768,,1.0,2.5,2000.0,HDD,0.0,NaN,Intel,Intel
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,"15.6""",Intel Core i7 7700HQ ,8.0,Intel HD Graphics 630,Windows,10,2.0,11550708.0,1920x1080,IPSPanel,1.0,2.8,256.0,SSD,0.0,NaN,Intel,Intel
HP,Probook 430,Notebook,"13.3""",Intel Core i7 8550U ,16.0,Intel UHD Graphics 620,Windows,10,1.49,10643724.0,1920x1080,,0.0,1.8,512.0,SSD,0.0,NaN,Intel,Intel
HP,Pavilion X360,2 in 1 Convertible,"14.0""",Intel Core i3 7100U ,4.0,Nvidia GeForce 940MX,Windows,10,1.63,6215508.0,1920x1080,IPSPanel,1.0,2.4,128.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,"15.6""",Intel Core i7 6500U ,8.0,AMD Radeon R5 M330,Windows,7,2.32,7958340.0,1920x1080,,0.0,2.5,1000.0,Hybrid,0.0,NaN,Intel,AMD
Lenovo,V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.9,4881708.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-17IKBR,Notebook,"17.3""",Intel Core i7 8550U ,8.0,Nvidia GeForce MX150,No OS,,2.8,7549308.0,1920x1080,,0.0,1.8,2000.0,HDD,0.0,NaN,Intel,Nvidia
Lenovo,ThinkPad 13,Notebook,"13.3""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.44,8536320.0,1920x1080,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Acer,TravelMate B117-M,Netbook,"11.6""",Intel Celeron Dual Core N3050 ,4.0,Intel HD Graphics,Windows,10,1.4,2391948.0,1366x768,,0.0,1.6,32.0,FlashStorage,0.0,NaN,Intel,Intel
HP,Envy 13-AB077cl,Ultrabook,"13.3""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.39,10216908.0,3200x1800,,1.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
HP,EliteBook 1030,Notebook,"13.3""",Intel Core M 6Y54 ,8.0,Intel HD Graphics 515,Windows,10,1.16,15107508.0,3200x1800,,1.0,1.1,256.0,SSD,0.0,NaN,Intel,Intel
HP,Probook 440,Notebook,"14.0""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.63,7220304.0,1920x1080,,0.0,1.6,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.2,12892510.8,1920x1080,,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",Intel Core i5 6260U ,8.0,Intel HD Graphics 540,Windows,10,1.3,10661508.0,3200x1800,IPSPanel,1.0,1.8,256.0,SSD,0.0,NaN,Intel,Intel
MSI,GV62M 7RD,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.2,8873326.8,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,ThinkPad Yoga,Netbook,"12.5""",Intel Core i7 6500U ,16.0,Intel HD Graphics 520,Windows,10,1.3,14671800.0,1920x1080,IPSPanel,1.0,2.5,512.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Yoga 11e,Netbook,"11.6""",Intel Celeron Quad Core N3450 ,4.0,Intel HD Graphics 500,Windows,10,1.59,4917276.0,1366x768,IPSPanel,0.0,1.1,128.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i5 8250U ,8.0,AMD Radeon 530,Windows,10,2.02,6749028.0,1920x1080,,0.0,1.6,2000.0,HDD,0.0,NaN,Intel,AMD
Asus,ROG Strix,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,2.9,17330508.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,ThinkPad T470p,Ultrabook,"14.0""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GT 940MX,Windows,10,1.96,16921476.0,1920x1080,IPSPanel,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,2.67,7104708.0,1920x1080,,1.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Asus,Rog G752VT-GC073T,Gaming,"17.3""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 970M,Windows,10,4.0,16894800.0,1920x1080,IPSPanel,0.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Latitude 5580,Notebook,"15.6""",Intel Core i5 7300U ,8.0,Intel HD Graphics 620,Windows,10,1.9,10483668.0,1920x1080,,0.0,2.6,256.0,SSD,0.0,NaN,Intel,Intel
MSI,GS63VR 6RF,Gaming,"15.6""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,1.8,17152668.0,1920x1080,,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,"15.6""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,No OS,,2.1,3539016.0,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
MSI,GT72S Dominator,Gaming,"17.3""",Intel Core i7 6820HQ ,16.0,Nvidia GeForce GTX 980M,Windows,10,3.78,21331908.0,1920x1080,,0.0,2.7,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,"15.6""",AMD E-Series E2-9000e ,4.0,AMD Radeon R2,Windows,10,2.1,3103308.0,1920x1080,,0.0,1.5,500.0,HDD,0.0,NaN,AMD,AMD
HP,EliteBook 850,Notebook,"15.6""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,7,1.88,8287344.0,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,"17.3""",Intel Core i3 6006U ,4.0,Intel HD Graphics 520,No OS,,2.8,4703868.0,1920x1080,,0.0,2.0,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IAP,Notebook,"15.6""",Intel Pentium Quad Core N4200 ,4.0,Intel HD Graphics 505,No OS,,2.2,3201031.08,1366x768,,0.0,1.1,1000.0,HDD,0.0,NaN,Intel,Intel
Acer,Chromebook C731-C78G,Netbook,"11.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,Chrome OS,,1.25,2640924.0,1366x768,IPSPanel,0.0,1.6,32.0,FlashStorage,0.0,NaN,Intel,Intel
Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,1.56,9327708.0,1920x1080,,1.0,1.8,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5368,Notebook,"13.3""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,10,1.62,5770908.0,1920x1080,,1.0,2.3,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Inspiron 5577,Gaming,"15.6""",Intel Core i5 7300HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.56,7816068.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Asus,VivoBook S14,Notebook,"14.0""",Intel Core i3 7100U ,4.0,Intel HD Graphics 620,Windows,10,1.3,4526028.0,1366x768,,0.0,2.4,128.0,SSD,0.0,NaN,Intel,Intel
HP,Stream 14-AX040wm,Notebook,"14.0""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,Windows,10,1.44,2036268.0,1366x768,,0.0,1.6,32.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Thinkpad E470,Notebook,"14.0""",Intel Core i7 7500U ,8.0,Nvidia GeForce 940MX,Windows,10,1.87,7638228.0,1920x1080,IPSPanel,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Nvidia
HP,ProBook 650,Notebook,"15.6""",Intel Core i7 7820HQ ,8.0,Intel HD Graphics 630,Windows,10,2.31,12688884.0,1920x1080,,0.0,2.9,256.0,SSD,0.0,NaN,Intel,Intel
Asus,Rog Strix,Gaming,"15.6""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1070,Windows,10,2.2,21776508.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
HP,250 G5,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,No OS,,1.96,4437108.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
HP,250 G6,Notebook,"15.6""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.86,5681988.0,1920x1080,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
Razer,Blade Pro,Gaming,"14.0""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1060,Windows,10,1.95,23110308.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Dell,Inspiron 5770,Notebook,"17.3""",Intel Core i7 8550U ,8.0,AMD Radeon 530,Windows,10,2.8,10154664.0,1920x1080,,0.0,1.8,128.0,SSD,1000.0,HDD,Intel,AMD
Asus,Pro P2540UA-XO0192R,Notebook,"15.6""",Intel Core i7 7500U ,4.0,Intel HD Graphics 620,Windows,10,2.37,7557310.8,1366x768,,0.0,2.7,256.0,SSD,0.0,NaN,Intel,Intel
Toshiba,Satellite Pro,Notebook,"15.6""",Intel Core i7 6500U ,8.0,Nvidia GeForce 930M,Windows,10,2.2,7220304.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Nvidia
Huawei,MateBook X,Ultrabook,"13.0""",Intel Core i5 7200U ,8.0,Intel HD Graphics 620,Windows,10,1.05,11995308.0,2160x1440,IPSPanel,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad 13,Notebook,"13.3""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,1.44,7833852.0,1920x1080,,0.0,2.5,128.0,SSD,0.0,NaN,Intel,Intel
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,"14.0""",Intel Core i7 7Y75 ,8.0,Intel HD Graphics 615,Windows,10,1.2,10216908.0,1920x1080,IPSPanel,1.0,1.3,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude E7470,Ultrabook,"14.0""",Intel Core i7 6600U ,8.0,Intel HD Graphics 520,Windows,10,1.5,17454818.16,2560x1440,,1.0,2.6,256.0,SSD,0.0,NaN,Intel,Intel
Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia GeForce GTX 1050,Windows,10,2.5,9318816.0,1920x1080,IPSPanel,0.0,2.8,128.0,SSD,1000.0,HDD,Intel,Nvidia
Mediacom,SmartBook 141,Notebook,"14.0""",Intel Atom x5-Z8350 ,4.0,Intel HD Graphics,Windows,10,1.4,2214108.0,1920x1080,,0.0,1.44,32.0,SSD,0.0,NaN,Intel,Intel
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,"15.6""",Intel Core i3 6006U ,4.0,AMD Radeon R5 M430,No OS,,1.9,3272256.0,1366x768,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,AMD
Dell,Vostro 3568,Notebook,"15.6""",Intel Core i5 7200U ,4.0,Intel HD Graphics 520,Linux,,2.18,4640379.12,1366x768,,0.0,2.5,1000.0,HDD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",Intel Core i7 7500U ,8.0,Intel HD Graphics 620,Windows,10,1.37,18006300.0,1920x1080,IPSPanel,1.0,2.7,512.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 3480,Notebook,"14.0""",Intel Core i5 6200U ,4.0,Intel HD Graphics 520,Windows,10,1.76,6713460.0,1366x768,,0.0,2.3,500.0,HDD,0.0,NaN,Intel,Intel
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,"11.6""",Intel Celeron Dual Core 3205U ,2.0,Intel HD Graphics,Chrome OS,,1.3,1547208.0,1366x768,,0.0,1.5,32.0,SSD,0.0,NaN,Intel,Intel
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.23,16619148.0,3200x1800,,1.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Precision 3520,Workstation,"15.6""",Intel Core i7 7700HQ ,8.0,Nvidia Quadro M620,Windows,10,2.06,15676596.0,1920x1080,,1.0,2.8,256.0,SSD,0.0,NaN,Intel,Nvidia
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,"13.9""",Intel Core i7 8550U ,16.0,Intel UHD Graphics 620,Windows,10,1.4,18664308.0,3840x2160,IPSPanel,1.0,1.8,512.0,SSD,0.0,NaN,Intel,Intel
Lenovo,ThinkPad L470,Notebook,"14.0""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10,2.02,8803080.0,1366x768,,0.0,2.5,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,Thinkpad L560,Notebook,"15.6""",Intel Core i5 6200U ,8.0,Intel HD Graphics 520,Windows,10,2.3,9333043.2,1920x1080,,0.0,2.3,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,"15.6""",Intel Core i5 7440HQ ,8.0,Intel HD Graphics 620,Windows,10,1.9,12244284.0,1920x1080,,0.0,2.8,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 7559,Gaming,"15.6""",Intel Core i7 6700HQ ,16.0,Nvidia GeForce GTX 960M,Windows,10,2.72,9772308.0,3840x2160,IPSPanel,1.0,2.6,128.0,SSD,1000.0,HDD,Intel,Nvidia
Dell,Alienware 17,Gaming,"17.3""",Intel Core i7 6700HQ ,32.0,Nvidia GeForce GTX 1070,Windows,10,4.42,24897600.0,1920x1080,,0.0,2.6,256.0,SSD,1000.0,HDD,Intel,Nvidia
Apple,MacBook Pro,Ultrabook,"13.3""",Intel Core i5 ,8.0,Intel Iris Graphics 550,macOS,,1.37,17418538.8,2560x1600,IPSPanelRetinaDisplay,0.0,2.9,512.0,SSD,0.0,NaN,Intel,Intel
Asus,VivoBook S15,Ultrabook,"15.6""",Intel Core i5 7200U ,8.0,Nvidia GeForce 940MX,Windows,10,1.7,8687484.0,1920x1080,,0.0,2.5,256.0,SSD,0.0,NaN,Intel,Nvidia
Microsoft,Surface Laptop,Ultrabook,"13.5""",Intel Core i5 7200U ,4.0,Intel HD Graphics 620,Windows,10 S,1.252,9683388.0,2256x1504,,1.0,2.5,128.0,SSD,0.0,NaN,Intel,Intel
Dell,Latitude 5580,Notebook,"15.6""",Intel Core i5 7300U ,16.0,Intel HD Graphics 620,Windows,10,1.93,12685860.72,1920x1080,,0.0,2.6,512.0,SSD,0.0,NaN,Intel,Intel
Dell,XPS 13,2 in 1 Convertible,"13.3""",Intel Core i7 7Y75 ,16.0,Intel HD Graphics 615,Windows,10,1.22,14662908.0,1920x1080,,1.0,1.3,256.0,SSD,0.0,NaN,Intel,Intel
Dell,Inspiron 5570,Notebook,"15.6""",Intel Core i7 8550U ,8.0,Intel UHD Graphics 620,Windows,10,2.02,7602660.0,1920x1080,,0.0,1.8,128.0,SSD,1000.0,HDD,Intel,Intel
Asus,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Notebook,"15.6""",Intel Core i3 6006U ,4.0,Intel HD Graphics 620,Linux,,2.0,3458988.0,1920x1080,,0.0,2.0,1000.0,HDD,0.0,NaN,Intel,Intel
Dell,Vostro 5568,Notebook,"15.6""",Intel Core i3 6006U ,8.0,AMD Radeon R5 M420X,Windows,10,2.0,6571188.0,1920x1080,,0.0,2.0,256.0,SSD,0.0,NaN,Intel,AMD
Apple,"MacBook 12""",Ultrabook,"12.0""",Intel Core M ,8.0,Intel HD Graphics 5300,Mac OS,X,0.92,10341396.0,2304x1440,IPSPanelRetinaDisplay,0.0,1.1,256.0,FlashStorage,0.0,NaN,Intel,Intel
Dell,Inspiron 3567,Notebook,"15.6""",Intel Core i7 7500U ,8.0,AMD Radeon R5 M430,Linux,,2.2,5334310.8,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,AMD
Dell,Inspiron 5767,Notebook,"17.3""",Intel Core i7 7500U ,8.0,AMD Radeon R7 M445,Linux,,2.83,7691580.0,1920x1080,,0.0,2.7,1000.0,HDD,0.0,NaN,Intel,AMD
Dell,XPS 13,Ultrabook,"13.3""",Intel Core i5 8250U ,8.0,Intel UHD Graphics 620,Windows,10,1.21,14485068.0,1920x1080,IPSPanel,0.0,1.6,256.0,SSD,0.0,NaN,Intel,Intel
HP,15-ra044nv (N3060/4GB/500GB/W10),Notebook,"15.6""",Intel Celeron Dual Core N3060 ,4.0,Intel HD Graphics 400,Windows,10,2.1,3085524.0,1366x768,,0.0,1.6,500.0,HDD,0.0,NaN,Intel,Intel
Lenovo,IdeaPad 320-15IKB,Notebook,"15.6""",Intel Core i3 7100U ,8.0,Nvidia GeForce 940MX,No OS,,2.2,4437108.0,1920x1080,,0.0,2.4,1000.0,HDD,0.0,NaN,Intel,Nvidia
MSI,GE72VR 6RF,Gaming,"17.3""",Intel Core i7 7700HQ ,16.0,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7,14218308.0,1920x1080,,0.0,2.8,256.0,SSD,1000.0,HDD,Intel,Nvidia
